,date,totaltest,totalcauses,totaldeaths,totalcritically,totalrecoveries,dailycases,dailysick,dailytest,dailydeaths,dailyrecoveries
380,11.05.2020,1403320.0,139771,3841.0,,95780.0,,1114.0,32722.0,55.0,3089.0
381,10.05.2020,1370598.0,138657,3786.0,,92691.0,,1542.0,36187.0,47.0,3211.0
382,9.05.2020,1334411.0,137115,3739.0,,89480.0,,1546.0,35605.0,50.0,3084.0
383,8.05.2020,1298806.0,135569,3689.0,,86396.0,,1848.0,33687.0,48.0,3412.0
384,7.05.2020,1265119.0,133721,3641.0,,82984.0,,1977.0,30395.0,57.0,4782.0
385,6.05.2020,1234724.0,131744,3584.0,,78202.0,,2253.0,30303.0,64.0,4917.0
386,5.05.2020,1204421.0,129491,3520.0,,73285.0,,1832.0,33283.0,59.0,5119.0
387,4.05.2020,1171138.0,127659,3461.0,,68166.0,,1614.0,35771.0,64.0,5015.0
388,3.05.2020,1135367.0,126045,3397.0,,63151.0,,1670.0,24001.0,61.0,4892.0
389,2.05.2020,1111366.0,124375,3336.0,,58259.0,,1983.0,36318.0,78.0,4451.0
390,1.05.2020,1075048.0,122392,3258.0,,53808.0,,2188.0,41431.0,84.0,4922.0
391,30.04.2020,1033617.0,120204,3174.0,,48886.0,,2615.0,42004.0,93.0,4846.0
392,29.04.2020,991613.0,117589,3081.0,,44040.0,,2936.0,43498.0,89.0,5231.0
393,28.04.2020,948115.0,114653,2992.0,,38809.0,,2392.0,29230.0,92.0,5018.0
394,27.04.2020,918885.0,112261,2900.0,,33791.0,,2131.0,20143.0,95.0,4651.0
395,26.04.2020,898742.0,110130,2805.0,,29140.0,,2357.0,30177.0,99.0,3558.0
396,25.04.2020,868565.0,107773,2706.0,,25582.0,,2861.0,38308.0,106.0,3845.0
397,24.04.2020,830257.0,104912,2600.0,,21737.0,,3122.0,38351.0,109.0,3246.0
398,23.04.2020,791906.0,101790,2491.0,,18491.0,,3116.0,40962.0,115.0,2014.0
399,22.04.2020,750944.0,98674,2376.0,,16477.0,,3083.0,37535.0,117.0,1559.0
400,21.04.2020,713409.0,95591,2259.0,,14918.0,,4611.0,39429.0,119.0,1488.0
401,20.04.2020,673980.0,90980,2140.0,,13430.0,,4674.0,39703.0,123.0,1454.0
402,19.04.2020,634277.0,86306,2017.0,,11976.0,,3977.0,35344.0,127.0,1523.0
403,18.04.2020,598933.0,82329,1890.0,,10453.0,,3783.0,40520.0,121.0,1822.0
404,17.04.2020,558413.0,78546,1769.0,,8631.0,,4353.0,40270.0,126.0,1542.0
405,16.04.2020,518143.0,74193,1643.0,,7089.0,,4801.0,40427.0,125.0,1415.0
406,15.04.2020,477716.0,69392,1518.0,,5674.0,,4281.0,34090.0,115.0,875.0
407,14.04.2020,443626.0,65111,1403.0,,4799.0,,4062.0,33070.0,107.0,842.0
408,13.04.2020,410556.0,61049,1296.0,,3957.0,,4093.0,34456.0,98.0,511.0
409,12.04.2020,376100.0,56956,1198.0,,3446.0,,4789.0,35720.0,97.0,481.0
410,11.04.2020,340380.0,52167,1101.0,,2965.0,,5138.0,33170.0,95.0,542.0
411,10.04.2020,307210.0,47029,1006.0,,2423.0,,4747.0,30864.0,98.0,281.0
412,9.04.2020,276346.0,42282,908.0,,2142.0,,4056.0,28578.0,96.0,296.0
413,8.04.2020,247768.0,38226,812.0,,1846.0,,4117.0,24900.0,87.0,264.0
414,7.04.2020,222868.0,34109,725.0,,1582.0,,3892.0,20023.0,76.0,256.0
415,6.04.2020,202845.0,30217,649.0,,1326.0,,3148.0,21400.0,75.0,284.0
416,5.04.2020,181445.0,27069,574.0,,1042.0,,3135.0,20065.0,73.0,256.0
417,4.04.2020,161380.0,23934,501.0,,786.0,,3013.0,19664.0,76.0,302.0
418,3.04.2020,141716.0,20921,425.0,,484.0,,2786.0,16160.0,69.0,
419,2.04.2020,125556.0,18135,356.0,,415.0,,2456.0,18757.0,79.0,
420,1.04.2020,106799.0,15679,277.0,,333.0,,2148.0,14396.0,63.0,
421,31.03.2020,92403.0,13531,214.0,,243.0,,2704.0,15422.0,46.0,
422,30.03.2020,76981.0,10827,168.0,,162.0,,1610.0,11535.0,37.0,
423,29.03.2020,65446.0,9217,131.0,,105.0,,1815.0,9982.0,23.0,
424,28.03.2020,55464.0,7402,108.0,,70.0,,1704.0,7641.0,16.0,
425,27.03.2020,47823.0,5698,92.0,,42.0,,2069.0,7533.0,17.0,
426,26.03.2020,,3629,75.0,,,,,,,
427,25.03.2020,,2433,59.0,,,,,,,
428,24.03.2020,,1872,44.0,,,,,,,
429,23.03.2020,,1529,37.0,,,,,,,
430,22.03.2020,,1236,30.0,,,,,,,
431,21.03.2020,,947,21.0,,,,,,,
432,20.03.2020,,670,9.0,,,,,,,
433,19.03.2020,,359,4.0,,,,,,,
434,18.03.2020,,191,2.0,,,,,,,
435,17.03.2020,,98,1.0,,,,,,,
436,16.03.2020,,47,,,,,,,,
437,15.03.2020,,18,,,,,,,,
438,14.03.2020,,6,,,,,,,,
439,13.03.2020,,5,,,,,,,,
440,12.03.2020,,1,,,,,,,,
441,11.03.2020,,1,,,,,,,,
